a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,class
false,false,false,true,true,true,false,true,true,false,false,true,true,false,true,false,true,true,false,false,false,true,true,false,true,false,false,false,false,false,c0
true,true,false,false,true,true,true,false,true,true,false,true,true,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,true,true,c0
false,false,false,false,true,false,true,true,false,true,false,false,false,false,true,false,true,true,true,false,true,false,true,false,false,true,true,false,true,true,c5
false,false,true,false,true,false,false,false,true,false,true,false,false,false,true,false,true,true,true,true,true,false,false,false,false,false,false,true,false,false,c5
false,true,true,false,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,false,false,false,false,false,true,false,true,true,true,true,c5
true,true,false,false,true,false,false,true,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,false,false,true,true,true,true,c0
false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,true,true,true,false,false,false,false,c0
false,false,false,true,false,false,false,false,false,true,false,true,true,true,false,true,true,false,true,true,false,true,false,true,false,true,true,false,false,true,c8
true,true,false,true,true,false,false,true,true,false,true,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,false,false,c8
false,false,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,c14
true,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,true,true,true,true,true,false,true,true,false,false,false,false,false,false,c1
true,false,false,true,false,true,true,false,true,true,true,true,true,true,false,true,false,false,true,true,false,false,true,true,true,true,true,true,true,true,c7
true,true,false,false,false,false,false,true,false,true,false,true,false,true,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true,true,c5
false,true,false,true,false,false,true,false,false,true,true,true,true,false,true,false,false,false,false,true,false,true,true,true,true,false,false,false,true,false,c0
false,true,true,false,true,true,true,false,true,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,true,false,false,false,false,c0
true,false,true,true,true,true,true,false,true,true,true,false,true,true,false,false,false,true,false,true,false,true,true,false,false,false,false,true,true,false,c0
false,true,false,false,true,false,true,true,false,true,true,false,false,true,true,true,false,true,false,false,false,true,true,false,true,false,true,true,true,false,c0
false,true,false,true,false,true,false,false,true,true,true,true,false,true,false,false,false,true,true,true,false,true,true,true,false,false,true,true,true,false,c7
false,true,true,true,true,true,true,false,false,true,true,false,false,true,false,true,true,true,false,false,false,true,false,true,false,true,false,false,false,true,c0
true,true,false,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,true,true,false,false,false,false,true,false,c8
true,true,true,false,true,true,true,false,false,true,true,false,false,true,false,true,true,false,false,false,false,false,false,true,true,false,true,true,false,true,c0
true,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,false,false,false,true,false,true,true,false,false,false,true,false,false,true,c0
false,true,true,false,true,true,true,true,true,true,false,true,false,false,false,true,false,false,true,true,true,true,true,false,true,false,true,true,false,false,c5
false,true,true,false,false,false,true,true,false,false,false,true,false,false,false,true,true,true,false,false,true,true,true,true,false,true,true,true,false,false,c0
false,true,false,false,false,true,false,false,false,false,true,false,true,true,true,false,false,true,true,true,true,false,true,true,false,true,false,true,false,true,c10
true,false,false,true,true,true,false,false,false,true,true,true,true,false,true,false,true,true,true,false,true,true,false,false,true,true,false,true,false,false,c5
false,true,true,false,true,false,false,true,true,true,true,true,true,false,true,false,false,true,false,true,false,true,false,true,true,true,true,true,true,false,c0
false,true,true,false,true,false,true,true,false,true,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,c0
true,true,true,true,true,true,true,true,false,false,false,true,false,true,false,true,true,true,false,true,true,true,true,true,true,false,false,false,true,true,c0
false,false,false,false,true,true,false,false,false,true,true,true,false,false,true,true,false,true,false,true,true,true,true,false,true,true,false,true,true,true,c0
false,false,true,false,true,false,true,true,false,false,true,false,true,true,true,false,false,true,false,true,true,false,true,false,false,true,true,false,true,true,c0
true,false,true,true,false,true,true,false,false,false,true,false,false,false,false,false,true,true,true,false,false,true,false,false,true,false,false,false,false,true,c5
true,true,true,false,true,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,c6
false,true,false,true,true,true,true,true,true,true,true,true,false,false,true,false,false,true,true,true,true,false,false,true,false,false,false,true,true,true,c10
true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,false,false,true,true,true,true,false,true,false,false,true,false,c0
false,false,false,false,true,true,false,true,false,false,false,true,false,true,false,true,true,false,true,true,false,true,false,false,true,true,true,false,false,false,c5
false,false,false,true,false,false,false,false,true,true,true,true,false,true,true,true,true,false,false,true,true,true,false,false,true,true,false,true,false,false,c0
false,false,true,true,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false,true,true,false,true,true,true,false,false,true,false,false,c0
true,true,true,true,false,false,false,true,false,false,true,true,false,false,true,true,true,true,true,false,true,false,true,true,false,true,false,true,false,true,c6
false,true,false,true,false,true,false,true,true,false,false,false,true,false,true,true,true,false,false,false,false,false,false,false,false,true,true,false,false,false,c0
true,false,false,false,false,true,true,true,true,true,true,true,false,false,true,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,c0
true,false,false,false,false,false,true,true,true,false,true,false,false,true,false,false,true,true,true,true,false,true,true,false,true,true,false,false,true,false,c5
true,true,false,false,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,true,false,true,false,false,false,true,true,false,false,c0
true,false,true,false,false,false,false,true,false,false,true,true,true,true,true,false,false,true,false,false,false,true,true,false,true,true,false,false,false,true,c0
false,true,false,false,false,false,true,false,false,false,true,true,true,true,false,true,false,false,true,true,false,true,false,false,true,true,true,false,false,false,c5
true,true,false,true,false,true,true,true,false,false,true,true,true,false,false,true,true,false,false,true,false,true,false,true,true,false,false,false,false,false,c0
false,false,false,false,true,true,true,false,true,true,true,true,false,false,true,false,true,false,true,true,true,true,false,false,true,true,false,true,false,true,c5
false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,true,false,true,true,true,true,true,true,false,false,false,c8
true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,c0
true,true,false,true,false,true,true,false,false,false,true,false,false,false,true,false,false,false,true,false,true,true,true,true,true,true,false,true,true,false,c14
true,true,true,false,true,false,true,true,true,false,true,false,true,true,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,c5
true,false,false,true,false,true,true,false,true,false,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,true,false,false,true,c8
false,false,false,true,true,false,true,false,false,false,false,true,false,true,false,true,false,false,false,false,true,true,true,true,false,true,false,true,true,true,c0
true,false,false,false,false,false,false,true,true,false,true,false,true,false,false,false,true,true,false,false,true,false,true,true,false,true,false,true,false,true,c0
false,false,true,false,true,false,true,true,true,false,true,true,false,true,false,true,false,false,true,false,false,false,false,true,false,false,false,false,true,false,c6
false,false,false,true,true,true,true,false,true,false,true,true,false,true,false,false,true,false,true,true,false,true,false,false,false,true,false,false,false,true,c5
false,true,false,true,true,true,true,false,false,true,true,false,false,false,true,true,true,false,false,false,false,false,true,true,false,true,false,false,true,true,c0
true,true,true,false,false,true,true,false,false,true,false,true,false,true,false,false,true,true,true,true,false,true,true,false,false,true,false,false,true,false,c4
true,true,true,true,false,true,true,false,true,false,false,false,false,true,false,false,true,true,true,false,true,true,false,true,false,false,false,true,false,false,c2
false,false,true,true,true,false,false,false,true,false,false,true,false,false,false,true,true,true,false,true,false,true,false,false,true,true,true,true,true,true,c0
true,false,false,false,true,true,false,true,true,true,false,false,true,true,false,false,true,true,false,false,true,true,true,false,false,true,true,false,true,false,c0
true,true,true,true,true,false,false,true,true,false,true,true,false,false,true,true,false,true,false,false,true,false,false,true,true,true,true,false,true,true,c0
false,true,false,true,true,true,true,false,false,true,false,true,false,false,true,true,false,true,false,false,true,true,false,true,true,true,true,false,false,false,c0
false,false,false,true,false,false,false,false,true,false,false,true,false,false,true,true,false,false,false,true,false,false,true,true,true,true,true,false,false,false,c0
false,true,false,false,false,true,true,false,true,false,true,false,false,false,true,false,true,true,true,true,true,false,true,true,false,false,false,false,true,false,c10
true,true,false,true,false,false,true,false,false,false,false,true,false,true,true,false,true,false,true,false,true,false,true,true,true,false,false,false,false,false,c11
true,true,true,false,false,false,true,false,true,true,false,true,false,false,true,false,true,true,false,true,false,true,true,false,false,true,false,true,true,true,c0
true,false,true,true,true,false,true,false,false,false,false,false,true,true,true,false,true,true,true,false,true,false,false,true,true,false,true,true,true,false,c6
true,false,false,true,true,true,true,false,false,true,true,true,true,false,false,true,true,false,true,true,true,false,true,true,false,false,false,false,false,false,c14
true,true,true,false,false,true,false,true,false,true,true,false,false,true,false,true,true,true,true,true,false,true,false,true,false,true,true,false,false,true,c6
true,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,true,false,c0
true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,c0
true,false,false,true,true,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,true,true,false,false,true,true,true,true,c0
true,false,true,false,false,false,true,true,false,true,false,true,false,true,false,true,true,false,false,false,true,true,true,false,false,true,true,true,true,true,c0
false,true,false,true,true,false,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,false,false,true,true,true,true,c5
true,true,false,false,false,false,true,true,false,true,false,true,false,false,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,false,c0
true,true,false,true,false,true,true,true,true,false,true,false,false,true,false,false,false,false,true,true,false,true,true,true,true,true,true,false,true,true,c8
true,false,true,false,false,false,false,true,false,false,true,false,true,false,true,true,true,true,true,true,true,false,false,true,true,false,false,false,true,false,c6
true,true,false,false,false,true,false,true,true,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,true,true,true,true,c0
false,true,false,false,false,true,false,true,false,false,false,false,false,true,true,false,true,false,true,true,true,false,false,false,true,true,true,false,false,false,c4
true,false,true,true,true,true,false,false,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,false,false,false,false,true,true,true,c0
true,false,false,true,false,true,false,true,false,false,false,true,false,false,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,false,c0
true,false,true,true,true,false,false,false,true,false,true,true,false,true,false,false,false,false,false,false,true,true,true,true,true,true,true,true,false,false,c0
true,true,false,true,true,false,false,true,false,true,false,false,false,true,true,false,false,true,true,true,false,false,true,true,true,false,true,false,true,true,c8
true,true,true,false,true,true,false,false,false,false,true,true,false,true,true,true,true,false,true,false,false,true,false,true,true,true,false,false,false,false,c6
true,true,false,true,false,true,false,false,false,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true,true,true,c7
false,true,false,false,false,false,true,false,true,false,true,false,true,true,false,false,false,false,false,false,true,true,false,true,true,false,true,true,true,false,c0
false,true,false,false,true,true,true,true,true,false,true,false,true,true,true,false,true,false,false,false,false,true,true,false,false,true,false,false,true,true,c0
true,true,true,true,true,false,true,false,false,false,true,true,false,false,false,false,true,false,true,true,true,true,true,false,true,true,true,false,false,true,c5
false,true,true,true,false,false,true,false,true,true,true,true,false,true,false,true,true,false,false,false,false,false,true,false,false,true,false,false,true,false,c0
true,true,false,false,true,true,false,false,true,true,true,false,false,true,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,c0
true,true,true,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,true,true,true,false,true,true,true,false,false,false,true,c6
false,false,false,false,false,true,false,false,true,true,false,false,true,false,false,true,false,true,true,true,false,false,false,false,false,true,false,false,true,true,c5
true,false,true,true,false,true,false,true,true,false,false,false,true,false,true,true,false,false,false,false,false,true,false,false,true,true,true,false,true,true,c0
false,false,false,false,true,false,true,false,true,false,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,true,false,true,false,c5
false,true,true,false,true,false,false,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,true,true,true,true,true,false,false,true,c0
true,true,false,true,true,false,false,true,false,true,false,false,true,false,true,false,false,true,false,false,true,true,true,false,true,true,false,false,false,false,c0
false,false,false,false,true,true,true,true,true,true,false,true,true,false,true,true,true,false,false,false,true,false,false,true,true,true,false,false,true,true,c0
false,false,true,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,true,false,false,false,false,true,true,true,false,true,true,false,c6
false,false,true,true,true,true,false,false,true,false,true,false,false,false,false,true,false,false,true,true,false,false,false,true,false,false,true,true,true,true,c6
false,true,false,true,true,false,false,true,false,true,true,true,true,false,true,false,true,false,true,false,true,true,false,false,true,true,false,false,true,false,c5
false,true,false,true,false,false,true,false,false,true,false,false,true,true,false,false,true,false,true,true,true,false,false,true,false,false,true,false,true,true,c9
false,false,false,true,false,false,false,true,false,true,false,true,false,true,true,false,true,false,false,false,true,false,true,false,true,true,false,false,true,true,c0
false,true,false,false,true,true,true,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,false,c0
false,true,true,true,true,true,false,false,true,true,true,true,false,true,false,true,false,true,true,false,true,true,false,true,true,false,true,false,false,true,c6
true,false,false,true,true,true,false,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,true,true,true,false,true,false,true,c8
true,true,true,false,true,true,true,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,true,c5
false,false,false,false,false,false,false,true,true,true,false,true,true,true,false,true,true,false,false,false,true,true,true,true,false,false,true,true,false,false,c0
false,true,true,true,false,true,true,false,false,false,true,true,false,true,false,true,false,true,true,true,false,false,false,true,false,true,false,false,true,true,c6
true,false,false,false,false,false,false,true,true,false,true,true,false,true,true,true,true,false,false,false,false,false,true,false,false,true,true,true,true,true,c0
false,false,false,false,false,false,false,false,false,true,false,true,false,true,true,false,true,true,true,false,false,true,false,false,true,true,true,true,true,true,c5
false,false,false,true,false,true,false,true,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,false,false,c4
true,false,false,false,true,false,true,true,false,false,true,true,true,false,true,false,true,true,false,true,false,true,true,true,false,false,true,false,true,true,c0
false,false,true,false,false,false,false,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,false,false,true,true,false,true,false,true,c5
false,false,true,true,true,false,true,false,false,true,false,false,false,true,true,true,false,true,false,false,true,false,false,true,true,false,true,false,false,true,c0
true,true,true,true,true,false,true,true,false,true,false,false,false,true,false,false,false,false,true,false,false,true,false,true,false,false,false,true,true,true,c6
false,false,true,false,false,false,true,false,false,true,false,true,true,true,false,false,true,false,false,true,false,true,false,true,false,false,true,false,false,true,c0
false,true,false,true,false,true,false,false,true,true,true,true,false,false,false,false,true,false,true,true,true,true,false,true,true,false,false,true,false,true,c14
true,true,true,false,false,false,true,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,true,false,false,true,false,true,false,true,c0
false,false,true,true,true,false,false,true,false,false,true,true,false,true,true,true,false,true,true,false,false,false,false,false,false,true,true,true,false,true,c5
true,true,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,true,false,false,true,true,false,true,c0
false,false,true,true,false,false,true,false,false,true,false,true,false,false,false,true,false,true,true,true,true,false,true,false,false,true,false,false,false,false,c5
false,false,false,false,true,true,false,true,true,true,true,false,false,false,false,false,true,true,false,true,true,true,false,false,true,true,false,true,false,true,c0
true,false,true,true,false,true,true,true,true,false,false,true,false,true,false,true,false,true,false,false,false,false,false,true,false,true,true,false,false,false,c0
true,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,true,false,true,false,true,c0
false,false,true,false,true,true,false,true,false,true,true,false,false,true,false,false,true,false,true,true,false,false,false,false,true,true,true,true,true,true,c5
false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,true,c0
false,true,false,true,true,true,false,true,false,false,false,true,true,true,false,false,false,false,false,true,true,false,true,false,false,false,true,false,false,true,c0
true,false,true,true,false,true,true,false,false,false,true,true,false,false,false,false,false,true,true,false,true,true,true,false,false,false,false,false,true,true,c2
false,true,false,true,false,true,true,false,false,false,true,true,false,true,false,true,false,true,true,true,false,false,true,true,true,false,true,false,false,false,c8
true,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,true,true,true,false,false,false,true,true,true,false,true,false,c5
true,false,true,false,true,true,true,false,false,false,false,true,true,false,true,true,true,true,false,true,true,false,false,false,true,false,true,true,false,false,c0
true,false,false,true,false,false,true,false,true,true,false,true,false,false,false,true,false,false,true,false,true,true,true,false,true,true,true,true,false,false,c5
true,true,true,true,true,true,true,false,false,true,true,false,false,false,true,false,false,false,false,true,false,false,true,true,true,false,false,true,false,false,c0
false,true,true,false,false,true,false,false,false,false,false,true,true,true,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,true,c0
false,false,false,false,true,true,false,false,true,true,false,false,true,false,false,true,false,true,true,false,true,false,true,false,false,false,true,true,false,true,c5
false,true,false,false,true,false,false,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,false,false,false,true,true,false,c2
true,true,false,false,true,true,false,false,false,false,true,true,true,false,false,true,true,true,true,false,true,true,false,false,false,true,false,false,false,false,c5
true,false,true,false,false,false,true,true,false,false,false,false,true,false,true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,false,c6
true,true,false,true,true,false,false,true,false,true,false,true,false,true,false,false,false,true,false,true,true,true,false,true,false,false,false,true,true,true,c0
true,false,false,false,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,false,true,false,false,true,true,true,false,false,false,c0
true,true,false,false,false,true,false,false,true,false,false,true,false,true,false,true,true,false,true,true,false,false,false,false,true,true,false,false,true,false,c4
true,true,false,false,false,true,false,false,false,false,true,false,true,true,false,false,false,true,false,false,true,false,true,false,true,false,true,false,false,false,c0
true,true,false,true,false,false,false,false,true,true,true,false,true,true,false,false,true,true,false,true,false,true,true,true,true,true,false,false,true,true,c0
false,true,true,false,true,true,false,true,true,true,true,true,false,true,false,true,false,true,true,false,false,true,true,false,false,false,true,false,true,false,c5
false,true,false,true,false,false,false,true,true,false,false,true,false,false,false,true,true,true,false,false,false,true,false,true,false,false,false,true,true,false,c0
false,false,true,true,true,false,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,false,true,true,false,true,c0
true,true,true,false,false,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,true,false,false,true,c5
false,true,false,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,false,false,false,true,true,true,false,false,false,true,true,true,c0
false,true,false,false,false,true,true,true,false,true,true,false,false,true,false,true,true,true,true,false,false,true,true,false,false,false,true,true,true,false,c5
false,true,true,false,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,true,false,false,true,false,false,true,true,false,true,false,c4
false,false,false,true,false,false,true,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,false,false,false,false,true,true,true,true,c5
true,true,false,true,true,true,false,true,true,false,false,false,false,true,true,true,true,false,false,false,false,false,false,true,true,false,true,false,true,true,c0
true,true,false,true,true,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,true,true,false,true,false,c0
false,true,false,false,false,false,true,true,false,false,false,true,true,false,true,false,false,false,false,true,true,false,false,false,false,false,true,false,true,false,c0
true,false,true,false,true,true,true,false,false,false,false,true,true,false,true,false,false,true,true,true,false,false,true,false,true,false,false,false,false,false,c5
false,false,false,true,false,false,false,false,true,true,true,true,false,false,false,true,false,false,false,false,false,false,false,true,false,true,false,false,true,false,c0
true,false,false,true,true,true,false,false,false,false,false,true,false,false,false,true,true,true,true,true,false,false,true,false,true,false,true,true,true,false,c5
true,true,false,false,true,false,true,false,true,false,false,true,true,false,false,true,true,false,false,false,true,false,false,true,false,true,false,false,false,false,c0
false,true,false,false,true,true,false,false,true,false,true,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,false,false,true,false,c0
true,false,true,true,true,true,true,false,true,false,true,true,true,false,true,false,false,true,true,true,false,false,true,true,true,true,false,false,false,true,c6
true,false,false,true,true,true,false,true,true,true,false,false,false,false,true,false,true,true,false,false,false,true,false,false,false,false,false,false,true,false,c0
true,false,true,true,true,false,false,true,false,true,true,false,false,true,false,false,false,false,false,false,true,true,true,false,true,true,false,true,true,false,c0
false,true,false,false,false,false,false,false,true,false,false,true,false,true,false,true,true,true,true,false,false,false,false,true,true,false,false,true,false,true,c8
false,false,false,true,true,false,true,false,false,true,true,false,false,false,true,true,true,false,false,true,false,true,false,true,false,true,false,true,true,true,c0
true,false,false,true,false,true,false,false,false,false,true,true,true,true,false,false,false,true,true,false,false,true,true,true,false,true,true,true,true,false,c8
true,true,false,true,false,false,true,true,false,false,false,false,false,false,true,true,false,true,true,true,true,true,false,true,true,false,false,true,false,false,c11
false,false,true,true,false,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,false,false,false,true,true,false,true,false,true,false,c6
true,false,false,true,false,false,false,false,false,true,false,true,false,true,true,true,false,true,false,false,false,true,false,false,false,false,false,true,true,false,c0
false,true,false,false,true,false,false,true,true,true,true,true,false,false,true,true,true,false,true,false,true,false,false,true,false,true,false,false,false,true,c19
false,false,true,false,true,false,true,false,true,true,true,true,false,false,true,false,true,true,false,false,false,false,true,false,true,true,true,true,true,true,c0
false,false,false,false,true,true,true,true,false,true,true,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,false,true,c5
true,true,false,false,false,false,false,true,true,false,true,false,true,false,true,true,false,true,false,true,true,true,false,true,true,false,true,false,true,true,c0
false,false,true,false,true,false,true,false,true,true,false,true,true,true,false,false,true,true,false,false,false,true,true,true,false,false,true,false,true,true,c0
true,false,false,true,true,true,false,false,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,false,false,false,true,true,false,true,c0
true,true,false,true,false,true,true,false,false,false,true,false,false,true,false,true,false,false,false,true,true,false,false,true,false,false,false,false,true,false,c0
false,true,false,true,false,true,true,false,false,true,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,false,true,c0
false,false,false,true,true,false,false,true,false,false,true,true,true,false,false,false,true,true,true,false,false,false,false,false,true,false,false,true,false,true,c5
true,true,false,false,true,false,true,false,false,false,true,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,true,false,c5
false,true,true,false,false,false,false,true,false,true,false,false,true,true,true,true,true,true,true,false,true,false,true,false,false,true,true,false,false,true,c5
true,false,false,true,false,true,true,false,false,false,true,true,false,true,true,true,false,true,false,true,false,true,true,true,false,true,false,false,true,false,c0
true,false,false,false,false,false,false,true,true,false,true,false,false,false,true,true,true,false,false,false,true,false,false,false,true,true,false,false,true,false,c0
true,true,true,true,false,false,false,true,true,false,true,true,true,false,false,true,false,true,true,false,true,false,true,true,true,true,false,true,false,false,c6
false,true,false,true,false,false,false,true,true,false,false,true,true,true,true,false,false,false,false,true,true,false,true,true,false,true,true,true,false,false,c0
true,false,true,true,true,true,false,false,false,false,true,true,true,true,true,false,true,true,false,true,false,true,false,true,true,true,true,true,false,true,c0
false,false,true,true,true,true,true,true,true,true,false,true,false,true,false,true,true,true,true,true,true,false,false,true,true,true,false,true,true,true,c6
true,true,true,true,true,false,false,false,false,true,true,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,c2
false,true,true,false,true,false,true,false,true,true,false,true,false,false,true,true,true,false,true,false,true,true,true,false,true,false,false,true,true,true,c5
true,true,true,true,true,true,true,true,true,false,false,false,true,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,true,true,c5
true,false,true,true,false,true,true,false,true,true,false,true,true,true,false,false,true,false,false,true,false,false,false,true,true,true,true,true,true,false,c0
true,true,false,false,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,c0
false,false,false,true,false,false,false,false,false,true,false,true,true,true,true,false,true,true,true,true,false,false,true,false,true,false,false,true,true,true,c5
false,true,true,true,true,true,true,false,false,true,true,true,false,false,false,false,false,true,true,false,false,false,false,false,true,true,false,true,false,true,c5
false,true,true,false,false,true,true,true,false,false,false,false,false,true,false,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,c6
false,true,true,true,false,false,false,false,true,false,false,false,true,true,true,true,true,false,true,false,true,true,false,false,false,true,false,false,false,true,c5
true,true,false,true,true,true,false,false,false,true,false,false,true,false,false,true,false,false,true,true,true,false,true,false,true,false,false,true,false,false,c5
false,false,true,false,true,true,true,false,true,false,true,false,true,false,true,true,false,true,true,false,false,false,false,false,false,true,true,false,true,true,c5
false,false,false,false,false,true,false,false,true,true,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,true,false,true,true,true,c0
true,true,false,true,true,false,false,false,false,false,true,false,false,true,false,true,true,true,true,false,true,false,false,false,true,true,false,false,true,true,c5
true,true,true,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,true,false,false,false,false,true,false,true,true,true,true,false,c6
true,false,true,true,true,false,true,true,true,true,false,true,false,false,false,true,false,true,false,false,true,true,true,true,false,true,true,true,true,false,c0
false,false,true,true,false,false,true,false,true,false,true,true,false,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true,false,c0
false,true,false,false,false,true,true,true,true,false,false,false,false,false,true,true,false,true,false,false,false,true,true,false,true,false,false,true,true,false,c0
false,true,true,false,true,false,false,true,true,true,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,true,false,true,c0
false,false,false,false,false,true,false,false,false,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false,false,true,true,false,false,false,c4
true,false,false,true,true,false,false,true,false,true,true,true,false,true,true,false,true,false,false,true,true,true,false,false,true,false,false,false,true,true,c0
false,false,false,true,true,true,false,false,false,true,false,false,false,true,true,true,false,true,true,true,true,false,false,true,false,true,true,true,false,true,c14
true,false,true,true,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,true,true,true,true,false,false,true,true,true,true,true,c0
true,false,true,true,true,true,true,true,false,true,true,false,false,true,false,true,true,true,true,true,false,false,false,true,false,false,false,false,true,true,c6
true,false,true,true,false,false,true,true,true,false,true,false,true,true,true,true,false,true,false,true,false,false,false,false,false,true,true,true,true,true,c0
false,false,true,true,true,true,false,false,true,false,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,true,false,false,true,false,c5
false,true,false,false,true,false,false,true,true,false,false,true,false,false,true,false,true,false,true,false,false,true,false,true,true,true,true,true,false,false,c8
true,true,true,false,true,true,true,true,false,true,true,false,false,true,false,true,false,false,true,true,true,true,false,true,true,true,false,false,false,false,c6
true,true,false,true,false,true,true,false,true,true,false,false,true,true,true,false,true,true,true,false,true,true,false,false,false,true,true,true,false,true,c5
false,true,false,false,false,true,true,true,true,false,true,true,false,true,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,false,c0
true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,true,false,false,true,true,false,true,false,false,true,false,false,false,false,true,c5
false,false,false,false,false,true,false,true,false,true,true,false,true,true,true,true,false,false,true,true,true,false,true,false,false,true,true,false,false,true,c5
false,true,false,false,true,false,false,true,false,true,false,false,true,false,true,true,false,false,true,true,true,false,false,true,false,true,true,true,false,false,c19
true,false,true,true,true,false,false,false,true,true,false,false,false,true,false,false,true,true,true,false,true,true,true,false,true,true,true,false,false,true,c3
false,true,true,false,true,true,true,false,false,false,true,false,true,true,false,true,false,false,true,true,false,false,true,true,false,false,false,true,true,true,c6
